city,state,lat,lon
Blockton,IA,40.624242,-94.504901
Bloomfield,IA,40.732368,-92.398712
Blue Grass,IA,41.511168,-90.738015
Bode,IA,42.866078,-94.278055
Bonaparte,IA,40.714825,-91.789734
Bondurant,IA,41.70166,-93.452689
Boone,IA,42.069354,-93.878083
Booneville,IA,41.533987,-93.881357
Bouton,IA,41.828432,-93.996286
Boxholm,IA,42.170567,-94.105246
Boyden,IA,43.20343,-95.982309
Braddyville,IA,40.599081,-94.995578
Bradford,IA,42.610434,-93.218068
Bradgate,IA,42.779425,-94.400239
Brandon,IA,42.330912,-92.005892
Brayton,IA,41.55236,-94.974017
Breda,IA,42.175835,-95.000679
Bridgewater,IA,41.157084,-94.641011
Brighton,IA,41.154331,-91.828351
Bristow,IA,42.774106,-92.886424
Britt,IA,43.100582,-93.775175
Bronson,IA,42.429181,-96.198591
Brooklyn,IA,41.732147,-92.428462
Brunsville,IA,42.809722,-96.268889
Bryant,IA,41.962932,-90.338767
Buckeye,IA,42.417222,-93.374722
Buckingham,IA,42.255211,-92.409788
Buffalo,IA,41.456389,-90.723333
Buffalo Center,IA,43.373204,-93.937557
Burlington,IA,40.808665,-91.116972
Burnside,IA,42.341318,-94.114253
Burt,IA,43.206167,-94.21223
Bussey,IA,41.209422,-92.896252
Calamus,IA,41.811122,-90.741553
Callender,IA,42.349372,-94.281963
Calmar,IA,43.197402,-91.912579
Calumet,IA,42.953272,-95.554871
Camanche,IA,41.788636,-90.270855
Cambridge,IA,41.90251,-93.530538
Cantril,IA,40.654598,-92.046521
Carbon,IA,41.05,-94.823056
Carlisle,IA,41.481384,-93.49214
Carpenter,IA,43.415,-93.014722
Carroll,IA,42.071972,-94.866664
Carson,IA,41.225276,-95.368086
Carter Lake,IA,41.292524,-95.91406
Cascade,IA,42.286959,-91.014395
Casey,IA,41.496116,-94.414475
Castalia,IA,43.161179,-91.662904
Castana,IA,42.105404,-95.943121
Cedar,IA,41.212054,-92.509021
Cedar Falls,IA,42.524071,-92.449725
Cedar Rapids,IA,41.9743,-91.655382
Center Junction,IA,42.092585,-91.067013
Center Point,IA,42.189844,-91.775764
Centerville,IA,40.73259,-92.872826
Central City,IA,42.198234,-91.491399
Chapin,IA,42.833611,-93.221944
Chariton,IA,41.022638,-93.30419
Charles City,IA,43.068327,-92.676062
Charlotte,IA,41.977859,-90.478226
Charter Oak,IA,42.070735,-95.599241
Chatsworth,IA,42.916111,-96.516111
Chelsea,IA,41.913132,-92.407815
Cherokee,IA,42.748187,-95.556842
Chester,IA,43.473021,-92.415528
Chillicothe,IA,41.077041,-92.532762
Churdan,IA,42.161402,-94.493346
Cincinnati,IA,40.634384,-92.921898
Clare,IA,42.595397,-94.308028
Clarence,IA,41.88958,-91.060457
Clarinda,IA,40.749084,-95.037976
Clarion,IA,42.727149,-93.727715
Clarksville,IA,42.804079,-92.658833
Clear Lake,IA,43.140607,-93.384978
Clearfield,IA,40.793534,-94.494439
Cleghorn,IA,42.808593,-95.712436
Clemons,IA,42.090041,-93.16878
Clermont,IA,43.01298,-91.655184
Climbing Hill,IA,42.341667,-96.0775
Clinton,IA,41.851684,-90.207784
Clio,IA,40.680261,-93.486443
Clive,IA,41.606729,-93.745749
Clutier,IA,42.078892,-92.376347
Coggon,IA,42.279158,-91.541285
Coin,IA,40.668591,-95.221653
Colesburg,IA,42.638346,-91.19628
Colfax,IA,41.678785,-93.258816
College Springs,IA,40.617109,-95.099717
Collins,IA,41.903226,-93.300808
Colo,IA,42.013102,-93.307114
Columbia,IA,41.183814,-93.158217
Columbus City,IA,41.258611,-91.374167
Columbus Junction,IA,41.279911,-91.374198
Colwell,IA,43.155833,-92.593889
Conesville,IA,41.380454,-91.346498
Conrad,IA,42.234188,-92.886525
Conroy,IA,41.74255,-91.969479
Coon Rapids,IA,41.893957,-94.679979
Cooper,IA,41.903433,-94.339073
Coralville,IA,41.693666,-91.590608
Corning,IA,40.987121,-94.735789
Correctionville,IA,42.474322,-95.780382
Corwith,IA,42.992736,-93.932303
Corydon,IA,40.76131,-93.322549
Coulter,IA,42.737222,-93.369722
Council Bluffs,IA,41.252954,-95.880992
Crawfordsville,IA,41.209257,-91.541444
Crescent,IA,41.364378,-95.827648
Cresco,IA,43.363007,-92.125954
Creston,IA,41.062384,-94.369151
Cromwell,IA,41.039444,-94.461667
Crystal Lake,IA,43.218692,-93.794166
Cumberland,IA,41.263165,-94.871006
Cumming,IA,41.484876,-93.75386
Curlew,IA,42.963321,-94.797528
Cushing,IA,42.464182,-95.67748
Cylinder,IA,43.150716,-94.510672
Dakota City,IA,42.72,-94.2
Dallas,IA,41.221332,-93.253525
Dallas Center,IA,41.686248,-93.970657
Dana,IA,42.10634,-94.232212
Danbury,IA,42.269337,-95.726259
Danville,IA,40.854046,-91.314027
Davenport,IA,41.5218,-90.5743
Davis City,IA,40.632075,-93.807022
Dawson,IA,41.832396,-94.217127
Dayton,IA,42.259438,-94.06105
De Soto,IA,41.533285,-94.027582
De Witt,IA,41.826726,-90.523735
Decatur,IA,40.755258,-93.832598
Decorah,IA,43.322711,-91.793947
Dedham,IA,41.905539,-94.814896
Deep River,IA,41.571713,-92.364513
Defiance,IA,41.827063,-95.340293
Delaware,IA,42.477713,-91.347176
Delhi,IA,42.427082,-91.270226
Delmar,IA,41.996065,-90.608712
Deloit,IA,42.085899,-95.286338
Delta,IA,41.316682,-92.335912
Denison,IA,42.019626,-95.363572
Denmark,IA,40.748693,-91.326593
Denver,IA,42.673137,-92.341701
Derby,IA,40.935476,-93.47959
Des Moines,IA,41.6005,-93.6088
Dewar,IA,42.525556,-92.218889
Dexter,IA,41.519806,-94.2145
Diagonal,IA,40.822644,-94.355156
Dickens,IA,43.154836,-94.985383
Dike,IA,42.47301,-92.612154
Dixon,IA,41.735013,-90.778332
Dolliver,IA,43.466382,-94.624236
Donahue,IA,41.709316,-90.682908
Donnellson,IA,40.661171,-91.574547
Doon,IA,43.287183,-96.201987
Dorchester,IA,43.442136,-91.50765
Douds,IA,40.803931,-92.045222
Dougherty,IA,42.941633,-93.068586
Dow City,IA,41.913429,-95.4862
Dows,IA,42.661026,-93.505801
Drakesville,IA,40.825332,-92.505109
Dubuque,IA,42.514977,-90.681914
Dumont,IA,42.736773,-92.967347
Duncombe,IA,42.449303,-94.059212
Dundee,IA,42.593979,-91.547697
Dunkerton,IA,42.578028,-92.158826
Dunlap,IA,41.842301,-95.615709
Durango,IA,42.552564,-90.860794
Durant,IA,41.614513,-90.909988
Dyersville,IA,42.483332,-91.118265
Dysart,IA,42.169017,-92.318731
Eagle Grove,IA,42.660867,-93.904872
Earlham,IA,41.470916,-94.129443
Earling,IA,41.792483,-95.421045
Earlville,IA,42.500101,-91.259658
Early,IA,42.448258,-95.172569
Eddyville,IA,41.153266,-92.622052
Edgewood,IA,42.654098,-91.394951
Elberon,IA,42.008769,-92.331447
Eldon,IA,40.92613,-92.226754
Eldora,IA,42.357158,-93.103699
Eldridge,IA,41.663532,-90.563379
Elgin,IA,42.954845,-91.645375
Elk Horn,IA,41.582871,-95.070015
Elkader,IA,42.849627,-91.414308
Elkhart,IA,41.811384,-93.485458
Elkport,IA,42.739892,-91.283934
Elliott,IA,41.130617,-95.160237
Ellston,IA,40.850485,-94.084116
Ellsworth,IA,42.30086,-93.548979
Elma,IA,43.27855,-92.398066
Ely,IA,41.894275,-91.573767
Emerson,IA,41.028439,-95.410624
Emmetsburg,IA,43.108249,-94.682545
Epworth,IA,42.443928,-90.931331
Essex,IA,40.840359,-95.288777
Estherville,IA,43.401709,-94.818001
Evansdale,IA,42.475453,-92.281158
Everly,IA,43.160917,-95.322777
Exira,IA,41.576771,-94.857145
Exline,IA,40.641399,-92.826999
Fairbank,IA,42.616235,-92.032589
Fairfax,IA,41.915304,-91.780102
Fairfield,IA,41.003943,-91.957611
Farley,IA,42.445059,-91.008266
Farmersburg,IA,42.952205,-91.338984
Farmington,IA,40.639715,-91.744719
Farnhamville,IA,42.269234,-94.422623
Farragut,IA,40.729971,-95.455498
Fayette,IA,42.84941,-91.813887
Fenton,IA,43.242047,-94.404366
Ferguson,IA,41.936944,-92.865556
Fertile,IA,43.279514,-93.434485
Floris,IA,40.859071,-92.324715
Floyd,IA,43.143049,-92.723988
Fonda,IA,42.605148,-94.82974
Fontanelle,IA,41.289568,-94.541904
Forest City,IA,43.269184,-93.635595
Fort Atkinson,IA,43.133932,-91.91336
Fort Dodge,IA,42.508817,-94.180737
Fort Madison,IA,40.633008,-91.339829
Fostoria,IA,43.225857,-95.185042
Fredericksburg,IA,42.959299,-92.198334
Frederika,IA,42.881667,-92.308056
Fremont,IA,41.211739,-92.436186
Fruitland,IA,41.356111,-91.129167
Galt,IA,42.691187,-93.603512
Galva,IA,42.510508,-95.429838
Garber,IA,42.74528,-91.259275
Garden City,IA,42.25266,-93.403068
Garden Grove,IA,40.771078,-93.611669
Garnavillo,IA,42.876188,-91.215609
Garner,IA,43.114395,-93.594394
Garrison,IA,42.158827,-92.164409
Garwin,IA,42.087228,-92.68935
Geneva,IA,42.68044,-93.103793
George,IA,43.343903,-95.989383
Gibson,IA,41.464206,-92.353121
Gifford,IA,42.288333,-93.090278
Gilbert,IA,42.106944,-93.649444
Gilbertville,IA,42.416111,-92.214722
Gillett Grove,IA,43.015833,-95.037222
Gilman,IA,41.901236,-92.810067
Gilmore City,IA,42.706691,-94.410824
Gladbrook,IA,42.177432,-92.714112
Glenwood,IA,41.047009,-95.73892
Glidden,IA,42.061816,-94.714777
Goldfield,IA,42.758055,-93.919435
Goodell,IA,42.938298,-93.582426
Goose Lake,IA,41.979898,-90.381855
Gowrie,IA,42.276712,-94.298669
Graettinger,IA,43.227731,-94.733401
Grafton,IA,43.311016,-93.079718
Grand Junction,IA,42.029578,-94.233629
Grand Mound,IA,41.823559,-90.632878
Grand River,IA,40.813704,-93.954372
Grandview,IA,41.275833,-91.188333
Granger,IA,41.752355,-93.841002
Grant,IA,41.125799,-94.984554
Granville,IA,42.969252,-95.897167
Gravity,IA,40.790914,-94.750595
Gray,IA,41.82663,-95.02272
Greeley,IA,42.59389,-91.323316
Greene,IA,42.91604,-92.758324
Greenfield,IA,41.313311,-94.440757
Greenville,IA,43.033348,-95.058184
Grimes,IA,41.701838,-93.782109
Grinnell,IA,41.742081,-92.734432
Griswold,IA,41.223842,-95.098989
Grundy Center,IA,42.3672,-92.777344
Gruver,IA,43.393333,-94.705
Guernsey,IA,41.648611,-92.3425
Guthrie Center,IA,41.683671,-94.486444
Guttenberg,IA,42.759443,-91.119015
Halbur,IA,41.997357,-94.93586
Hamburg,IA,40.614902,-95.625789
Hamilton,IA,41.175543,-92.924349
Hamlin,IA,41.650571,-94.915745
Hampton,IA,42.740531,-93.210954
Hancock,IA,41.383238,-95.344528
Hanlontown,IA,43.307234,-93.335065
Harcourt,IA,42.253052,-94.196095
Hardy,IA,42.782247,-94.030852
Harlan,IA,41.64375,-95.311101
Harper,IA,41.37283,-92.038758
Harpers Ferry,IA,43.16977,-91.218822
Harris,IA,43.456793,-95.442603
Hartford,IA,41.459629,-93.402213
Hartley,IA,43.179984,-95.481696
Hartwick,IA,41.808019,-92.353845
Harvey,IA,41.302972,-92.931843
Hastings,IA,40.960514,-95.553097
Havelock,IA,42.84109,-94.725233
Haverhill,IA,41.93196,-92.945857
Hawarden,IA,43.001333,-96.472992
Hawkeye,IA,42.948702,-91.957764
Hayesville,IA,41.264444,-92.248889
Hazleton,IA,42.607561,-91.910462
Hedrick,IA,41.182578,-92.309725
Henderson,IA,41.125426,-95.458629
Hiawatha,IA,42.042455,-91.67696
Highlandville,IA,43.442222,-91.668333
Hills,IA,41.554167,-91.534722
Hillsboro,IA,40.837211,-91.711938
Hinton,IA,42.604046,-96.305033
Holland,IA,42.40114,-92.799884
Holstein,IA,42.494779,-95.564971
Holy Cross,IA,42.580778,-90.972986
Homestead,IA,41.733858,-91.879471
Honey Creek,IA,41.463045,-95.8802
Hopkinton,IA,42.342164,-91.246051
Hornick,IA,42.289741,-96.079553
Hospers,IA,43.079337,-95.914172
Houghton,IA,40.775001,-91.6393
Hubbard,IA,42.302208,-93.293928
Hudson,IA,42.390497,-92.454872
Hull,IA,43.195201,-96.139248
Humboldt,IA,42.719574,-94.213184
Humeston,IA,40.846922,-93.510117
Huxley,IA,41.899434,-93.602381
Ida Grove,IA,42.340026,-95.464488
Imogene,IA,40.863144,-95.435804
Independence,IA,42.46744,-91.880343
Indianola,IA,41.35617,-93.571502
Inwood,IA,43.304747,-96.436293
Ionia,IA,43.040253,-92.486521
Iowa City,IA,41.654899,-91.511192
Iowa Falls,IA,42.513756,-93.270943
Ira,IA,41.731759,-93.164436
Ireton,IA,42.966566,-96.323226
Irwin,IA,41.794094,-95.195842
Jamaica,IA,41.841931,-94.320367
Janesville,IA,42.646515,-92.479096
Jefferson,IA,42.009325,-94.388768
Jesup,IA,42.482329,-92.045625
Jewell,IA,42.313912,-93.642821
Johnston,IA,41.673017,-93.702792
Joice,IA,43.376105,-93.445354
Jolley,IA,42.507785,-94.742338
Kalona,IA,41.482299,-91.705678
Kamrar,IA,42.394517,-93.727941
Kanawha,IA,42.94338,-93.772801
Kellerton,IA,40.686127,-94.060693
Kelley,IA,41.948773,-93.664354
Kellogg,IA,41.718371,-92.911404
Kensett,IA,43.37391,-93.172805
Keokuk,IA,40.409434,-91.398234
Keosauqua,IA,40.74235,-91.970434
Keota,IA,41.350429,-91.964064
Kesley,IA,42.685717,-92.853455
Keswick,IA,41.461251,-92.239547
Keystone,IA,42.015636,-92.217944
Killduff,IA,41.608056,-92.904444
Kimballton,IA,41.635214,-95.055324
Kingsley,IA,42.619057,-95.976151
Kirkman,IA,41.73076,-95.267083
Kirkville,IA,41.117927,-92.469895
Kiron,IA,42.179359,-95.31146
Klemme,IA,43.013643,-93.587944
Knierim,IA,42.431944,-94.453153
Knoxville,IA,41.316446,-93.095427
La Motte,IA,42.304448,-90.617673
La Porte City,IA,42.341618,-92.186155
Lacona,IA,41.198832,-93.383801
Ladora,IA,41.756353,-92.187281
Lake City,IA,42.270494,-94.745787
Lake Mills,IA,43.416696,-93.533628
Lake Park,IA,43.445239,-95.321601
Lake View,IA,42.315367,-95.048562
Lakota,IA,43.395283,-94.07055
Lamoni,IA,40.622852,-93.934899
Lamont,IA,42.594552,-91.670078
Lanesboro,IA,42.174687,-94.690274
Langworthy,IA,42.191111,-91.223889
Lansing,IA,43.366126,-91.265979
Larchwood,IA,43.438673,-96.42522
Larrabee,IA,42.862758,-95.581228
Latimer,IA,42.759783,-93.351798
Laurel,IA,41.882904,-92.926294
Laurens,IA,42.840938,-94.850816
Lawler,IA,43.093247,-92.143974
Lawton,IA,42.504748,-96.21893
Le Claire,IA,41.608234,-90.362788
Le Grand,IA,42.006944,-92.775278
Le Mars,IA,42.79623,-96.170386
Ledyard,IA,43.434569,-94.150281
Lehigh,IA,42.352645,-94.034158
Leighton,IA,41.364677,-92.808125
Leland,IA,43.307043,-93.751496
Lenox,IA,40.884096,-94.56117
Leon,IA,40.737334,-93.742903
Lester,IA,43.444722,-96.332778
Letts,IA,41.293027,-91.20399
Lewis,IA,41.296289,-95.062024
Liberty Center,IA,41.207668,-93.497391
Libertyville,IA,40.949863,-92.024951
Lidderdale,IA,42.152815,-94.795353
Lime Springs,IA,43.45563,-92.273324
Lincoln,IA,42.256056,-92.704693
Linden,IA,41.64225,-94.24058
Lineville,IA,40.600373,-93.486207
Linn Grove,IA,42.874229,-95.251249
Lisbon,IA,41.921169,-91.386137
Liscomb,IA,42.184,-92.983279
Little Cedar,IA,43.391861,-92.734376
Little Rock,IA,43.449571,-95.892622
Little Sioux,IA,41.808267,-96.031357
Livermore,IA,42.866601,-94.174716
Lockridge,IA,41.011867,-91.76454
Logan,IA,41.624345,-95.752478
Lohrville,IA,42.261923,-94.556605
Lone Rock,IA,43.166645,-94.358578
Lone Tree,IA,41.498804,-91.436262
Long Grove,IA,41.721327,-90.55344
Lorimor,IA,41.1233,-94.063885
Lost Nation,IA,41.974503,-90.82654
Lovilia,IA,41.12719,-92.929272
Low Moor,IA,41.801667,-90.354722
Lowden,IA,41.859393,-90.93822
Lu Verne,IA,42.98684,-94.095912
Luana,IA,43.049281,-91.458275
Lucas,IA,41.058451,-93.483614
Luther,IA,41.991934,-93.855394
Luxemburg,IA,42.602778,-91.073889
Luzerne,IA,41.90614,-92.179334
Lynnville,IA,41.569766,-92.787715
Lytton,IA,42.430375,-94.813991
Macedonia,IA,41.191627,-95.431386
Macksburg,IA,41.202792,-94.185673
Madrid,IA,41.884083,-93.844815
Magnolia,IA,41.708177,-95.854955
Malcom,IA,41.769502,-92.535426
Mallard,IA,42.94167,-94.674608
Malvern,IA,41.007378,-95.583988
Manchester,IA,42.483418,-91.449001
Manilla,IA,41.892233,-95.239126
Manly,IA,43.289116,-93.201802
Manning,IA,41.907248,-95.055622
Manson,IA,42.528503,-94.530386
Mapleton,IA,42.158524,-95.790934
Maquoketa,IA,42.07782,-90.677075
Marathon,IA,42.861233,-94.983551
Marble Rock,IA,42.964547,-92.891681
Marcus,IA,42.819959,-95.803431
Marengo,IA,41.786286,-92.072049
Marion,IA,42.041095,-91.594135
Marne,IA,41.454681,-95.097308
Marquette,IA,43.050457,-91.192141
Marshalltown,IA,42.040482,-92.91269
Martelle,IA,42.003512,-91.321703
Martensdale,IA,41.373056,-93.735556
Martinsburg,IA,41.178889,-92.251667
Mason City,IA,43.149869,-93.195379
Masonville,IA,42.50461,-91.550576
Massena,IA,41.249867,-94.764872
Matlock,IA,43.243889,-95.935
Maurice,IA,42.962647,-96.165531
Maxwell,IA,41.89673,-93.400125
Maynard,IA,42.775156,-91.890773
Mc Callsburg,IA,42.166475,-93.397757
Mc Causland,IA,41.745,-90.444444
Mc Clelland,IA,41.293168,-95.681278
Mc Gregor,IA,43.023719,-91.188724
Mc Intire,IA,43.44999,-92.60485
Mechanicsville,IA,41.903906,-91.27637
Mediapolis,IA,41.005932,-91.132142
Melbourne,IA,41.932348,-93.085627
Melcher,IA,41.222912,-93.219404
Melrose,IA,40.966466,-93.014514
Melvin,IA,43.284496,-95.592951
Menlo,IA,41.534797,-94.409002
Meriden,IA,42.787416,-95.640797
Merrill,IA,42.704737,-96.228324
Meservey,IA,42.913696,-93.477298
Middle Amana,IA,41.799737,-91.882696
Middletown,IA,40.82963,-91.263106
Miles,IA,42.100587,-90.336716
Milford,IA,43.31964,-95.161534
Millersburg,IA,41.575099,-92.160843
Millerton,IA,40.854889,-93.279586
Milo,IA,41.29042,-93.445356
Milton,IA,40.672143,-92.143793
Minburn,IA,41.756206,-94.01501
Minden,IA,41.465355,-95.551887
Mineola,IA,41.110171,-95.755699
Mingo,IA,41.789843,-93.288015
Missouri Valley,IA,41.564399,-95.891346
Mitchellville,IA,41.66089,-93.36995
Modale,IA,41.637143,-95.985225
Mondamin,IA,41.708876,-96.007204
Monmouth,IA,42.07716,-90.878551
Monona,IA,43.073485,-91.458677
Monroe,IA,41.535619,-93.072551
Montezuma,IA,41.592845,-92.527582
Monticello,IA,42.232591,-91.198901
Montour,IA,41.970876,-92.700575
Montpelier,IA,41.459167,-90.806944
Montrose,IA,40.513915,-91.423985
Moorhead,IA,41.918601,-95.829031
Moorland,IA,42.434005,-94.319886
Moravia,IA,40.882522,-92.853358
Morley,IA,42.006111,-91.246111
Morning Sun,IA,41.098424,-91.258146
Morrison,IA,42.344167,-92.673611
Moscow,IA,41.564558,-91.085888
Moulton,IA,40.686617,-92.683252
Mount Auburn,IA,42.255395,-92.159485
Mount Ayr,IA,40.7142,-94.232146
Mount Pleasant,IA,40.964573,-91.561427
Mount Sterling,IA,40.645765,-91.902663
Mount Union,IA,41.03735,-91.413831
Mount Vernon,IA,41.928741,-91.427371
Moville,IA,42.481924,-96.065583
Murray,IA,41.037644,-93.952975
Muscatine,IA,41.430378,-91.050928
Mystic,IA,40.788268,-92.928437
Nashua,IA,42.952848,-92.529839
Nemaha,IA,42.518027,-95.093914
Neola,IA,41.456383,-95.679358
Nevada,IA,42.018983,-93.446219
New Albin,IA,43.489877,-91.294166
New Hampton,IA,43.056015,-92.313136
New Hartford,IA,42.583128,-92.616359
New Liberty,IA,41.713229,-90.859922
New London,IA,40.916055,-91.398587
New Market,IA,40.742174,-94.891662
New Providence,IA,42.269261,-93.175262
New Sharon,IA,41.463976,-92.684815
New Vienna,IA,42.567829,-91.097637
New Virginia,IA,41.160063,-93.711312
Newell,IA,42.615699,-94.994591
Newhall,IA,41.992685,-91.977888
Newton,IA,41.699173,-93.045456
Nichols,IA,41.476634,-91.293116
Nodaway,IA,40.954034,-94.87309
Nora Springs,IA,43.147858,-93.000221
North Buena Vista,IA,42.671103,-90.958772
North English,IA,41.524128,-92.089291
North Liberty,IA,41.744318,-91.60612
North Washington,IA,43.059167,-92.3175
Northboro,IA,40.612737,-95.309592
Northwood,IA,43.450604,-93.241943
Norwalk,IA,41.486055,-93.657332
Norway,IA,41.899176,-91.89197
Oakdale,IA,41.706389,-91.602778
Oakland,IA,41.311964,-95.379034
Oakville,IA,41.100326,-91.043922
Ocheyedan,IA,43.39105,-95.520366
Odebolt,IA,42.309514,-95.25005
Oelwein,IA,42.681095,-91.913084
Ogden,IA,42.035106,-94.006333
Okoboji,IA,43.37938,-95.153026
Olds,IA,41.12065,-91.548413
Olin,IA,41.995423,-91.140926
Ollie,IA,41.200134,-92.135366
Onawa,IA,42.036967,-96.107213
Onslow,IA,42.123509,-90.97305
Oran,IA,42.701389,-92.074444
Orange City,IA,43.01849,-96.056464
Orchard,IA,43.235459,-92.719979
Orient,IA,41.219191,-94.370496
Osage,IA,43.28722,-92.814356
Osceola,IA,41.029503,-93.771236
Oskaloosa,IA,41.294205,-92.64393
Ossian,IA,43.137858,-91.773431
Otho,IA,42.432825,-94.170776
Otley,IA,41.451806,-93.034778
Oto,IA,42.264592,-95.861575
Ottosen,IA,42.876443,-94.378648
Ottumwa,IA,41.015099,-92.413428
Oxford,IA,41.650687,-91.772418
Oxford Junction,IA,41.985382,-90.954341
Oyens,IA,42.820278,-96.0575
Pacific Junction,IA,41.027123,-95.804645
Packwood,IA,41.122781,-92.066389
Palmer,IA,42.641871,-94.543155
Palo,IA,42.036496,-91.787703
Panama,IA,41.728813,-95.487046
Panora,IA,41.696684,-94.360613
Parkersburg,IA,42.571377,-92.768763
Parnell,IA,41.570161,-92.005159
Paton,IA,42.165841,-94.273038
Patterson,IA,41.353912,-93.878174
Paullina,IA,42.970277,-95.708322
Pella,IA,41.408175,-92.917207
Peosta,IA,42.443535,-90.809372
Percival,IA,40.740148,-95.809307
Perry,IA,41.839695,-94.102167
Persia,IA,41.56473,-95.56577
Peru,IA,41.21454,-93.943729
Peterson,IA,42.932794,-95.337658
Pierson,IA,42.533493,-95.892193
Pilot Grove,IA,40.762778,-91.536667
Pilot Mound,IA,42.160395,-94.010184
Pisgah,IA,41.821376,-95.919172
Plainfield,IA,42.850267,-92.511558
Plano,IA,40.775109,-93.038554
Pleasant Valley,IA,41.569722,-90.423056
Pleasantville,IA,41.373836,-93.271206
Plover,IA,42.869107,-94.622507
Plymouth,IA,43.246046,-93.122628
Pocahontas,IA,42.729602,-94.673675
Polk City,IA,41.754905,-93.689346
Pomeroy,IA,42.532565,-94.663758
Popejoy,IA,42.595628,-93.430867
Portsmouth,IA,41.648385,-95.510751
Postville,IA,43.003619,-91.547809
Prairie City,IA,41.585425,-93.240986
Prairieburg,IA,42.238333,-91.422222
Prescott,IA,41.024848,-94.524901
Preston,IA,42.053854,-90.395382
Primghar,IA,43.075892,-95.653304
Princeton,IA,41.685753,-90.370574
Prole,IA,41.382973,-93.734357
Promise City,IA,40.758477,-93.152654
Protivin,IA,43.216111,-92.090833
Pulaski,IA,40.694081,-92.257973
Quasqueton,IA,42.395551,-91.76795
Quimby,IA,42.628711,-95.681175
Radcliffe,IA,42.324064,-93.423364
Rake,IA,43.476655,-93.917128
Ralston,IA,42.075655,-94.569779
Randalia,IA,42.862551,-91.884628
Randall,IA,42.247463,-93.62109
Randolph,IA,40.870353,-95.562386
Raymond,IA,42.467169,-92.216247
Readlyn,IA,42.692869,-92.215432
Reasnor,IA,41.579802,-93.019827
Red Oak,IA,41.007949,-95.226924
Redding,IA,40.605312,-94.359451
Redfield,IA,41.587349,-94.189733
Reinbeck,IA,42.313078,-92.594839
Rembrandt,IA,42.826034,-95.165178
Remsen,IA,42.8149,-95.954378
Renwick,IA,42.849132,-94.007437
Rhodes,IA,41.917717,-93.179586
Riceville,IA,43.371899,-92.555372
Richland,IA,41.193905,-91.973921
Ricketts,IA,42.15406,-95.599547
Ridgeway,IA,43.297853,-92.003413
Ringsted,IA,43.297654,-94.529137
Rippey,IA,41.92574,-94.213202
Riverside,IA,41.475792,-91.57414
Riverton,IA,40.686968,-95.557803
Robins,IA,42.073092,-91.664841
Rock Falls,IA,43.198014,-93.076402
Rock Rapids,IA,43.427192,-96.178055
Rock Valley,IA,43.201356,-96.310342
Rockford,IA,43.057331,-92.952034
Rockwell,IA,43.003167,-93.216737
Rockwell City,IA,42.396126,-94.629219
Rodney,IA,42.201541,-95.953456
Roland,IA,42.164585,-93.506313
Rolfe,IA,42.808233,-94.516593
Rome,IA,40.981389,-91.682222
Rose Hill,IA,41.330918,-92.471958
Rowan,IA,42.759644,-93.556966
Rowley,IA,42.343449,-91.787543
Royal,IA,43.048751,-95.267856
Rudd,IA,43.141958,-92.888546
Runnells,IA,41.551549,-93.42025
Russell,IA,40.945557,-93.178371
Ruthven,IA,43.144845,-94.884214
Rutland,IA,42.763486,-94.271882
Ryan,IA,42.343643,-91.484838
Sabula,IA,42.073668,-90.19553
Sac City,IA,42.426212,-94.979552
Saint Ansgar,IA,43.406107,-92.923523
Saint Anthony,IA,42.151974,-93.182431
Saint Charles,IA,41.292443,-93.824195
Saint Donatus,IA,42.33119,-90.484514
Saint Lucas,IA,43.047703,-91.911561
Saint Marys,IA,41.297826,-93.736107
Saint Olaf,IA,42.948179,-91.417549
Saint Paul,IA,40.769306,-91.53754
Salem,IA,40.856804,-91.633621
Salix,IA,42.330554,-96.287912
Sanborn,IA,43.189002,-95.662227
Scarville,IA,43.467286,-93.64233
Schaller,IA,42.505501,-95.284587
Schleswig,IA,42.164586,-95.444309
Scranton,IA,42.012381,-94.551764
Searsboro,IA,41.56561,-92.698737
Selma,IA,40.851936,-92.110672
Sergeant Bluff,IA,42.401895,-96.353392
Seymour,IA,40.672416,-93.136826
Shambaugh,IA,40.675735,-95.063591
Shannon City,IA,40.936636,-94.250106
Sharpsburg,IA,40.795042,-94.641633
Sheffield,IA,42.877881,-93.215583
Shelby,IA,41.533898,-95.446888
Sheldahl,IA,41.864444,-93.696944
Sheldon,IA,43.180797,-95.840141
Shell Rock,IA,42.70611,-92.58878
Shellsburg,IA,42.084829,-91.874568
Shenandoah,IA,40.758087,-95.364798
Sherrill,IA,42.617078,-90.811486
Sibley,IA,43.406929,-95.7424
Sidney,IA,40.750671,-95.64027
Sigourney,IA,41.330071,-92.201888
Silver City,IA,41.113024,-95.626912
Sioux Center,IA,43.081416,-96.179952
Sioux City,IA,42.497223,-96.40292
Sioux Rapids,IA,42.906472,-95.138836
Slater,IA,41.876511,-93.681155
Sloan,IA,42.242726,-96.230634
Smithland,IA,42.24079,-95.948647
Soldier,IA,41.994188,-95.782531
Solon,IA,41.809913,-91.508609
Somers,IA,42.356065,-94.44639
South Amana,IA,41.757609,-91.92626
South English,IA,41.46214,-92.102557
Spencer,IA,43.145107,-95.14569
Sperry,IA,40.941939,-91.185047
Spillville,IA,43.205,-91.950833
Spirit Lake,IA,43.426211,-95.112336
Spragueville,IA,42.072742,-90.473044
Springbrook,IA,42.167401,-90.484637
